Academic Score,Attendance (%),Course Engagement Score (0-10),Study Hours/Week,Parental Education,Gender,Pass/Fail
49.673992349538175,92.89791748242322,3.396432888574127,9.434586149051626,Postgraduate,Male,Fail
52.74780362550597,78.05932143954041,5.848656773966869,0.0,Graduate,Male,Fail
97.28293557303553,95.2777851479586,4.325246901646582,7.934508196387339,None,Male,Fail
66.78404395404178,86.80157742554483,7.19223459533429,6.591320043909466,High School,Male,Fail
68.17899477669313,65.832553879638,7.895088061315377,9.60998425777642,Graduate,Female,Fail
75.92519134379482,72.82185603238568,0.245472121901541,7.008249939474442,Graduate,Male,Fail
77.10037707382878,81.08010473351857,7.806723022411787,10.192485839894669,Postgraduate,Female,Fail
75.53802995612678,95.52274424311386,3.897728971882093,12.244667244768657,High School,Male,Fail
47.34216108031698,81.08437649648053,5.180729327147705,7.958636602858713,None,Female,Fail
37.11065058591502,95.89968842220932,3.6289445506614273,0.7100428923424911,Graduate,Female,Fail
37.5158248168672,65.86600182398506,1.6668400256570826,6.203729034923335,Graduate,Female,Fail
78.21034676176885,65.10393137504913,4.434359445517398,15.774096592608338,Postgraduate,Female,Fail
54.66333337538101,84.55611486176731,9.112695885892952,7.104913389280357,High School,Female,Fail
77.46351791406377,93.65859259494053,8.07606531330426,16.100202277837134,Postgraduate,Female,Fail
71.1218871986571,79.37121871889556,3.032497544561863,7.149925720852501,High School,Male,Fail
38.36617848697146,100.0,9.040095889819174,19.205415802299,High School,Male,Fail
51.70217018789295,81.58336458729667,3.6343317047958057,14.133456773060566,Graduate,Male,Fail
66.20354714351502,84.31172247840391,8.256739569575629,19.059432972832134,Postgraduate,Female,Fail
70.19866797748347,79.98706347378236,7.66099818763341,18.001137953526932,Postgraduate,Male,Fail
78.55458223742428,95.30975836147238,8.472361836943708,8.754922215063079,High School,Female,Fail
76.85289818350292,82.18003634617516,3.6495295101769933,12.00250808956202,Graduate,Male,Fail
51.707818178833406,85.37552839772017,9.709043448022381,17.341849711130244,Graduate,Male,Fail
58.676196029967514,100.0,2.1639378717566893,10.539522105132392,None,Female,Fail
41.54410238674292,95.80237592689316,8.314870782948521,7.028843717268181,High School,Female,Fail
74.08503374577323,88.92510397653122,5.78241136742903,8.440326052789977,None,Male,Fail
70.30961397149215,65.34195501727189,2.2205739651533363,13.588050376451525,Postgraduate,Female,Fail
71.23808230858474,75.02481352666098,4.695623003159718,9.130688012175517,High School,Female,Fail
71.6177147999619,86.69165263197758,6.501875368268579,15.434848333641625,Postgraduate,Male,Fail
65.81478063338,95.26086283819278,5.637620752771908,8.579281741016638,Postgraduate,Female,Fail
69.44296732346342,88.98452762341626,8.632672338848135,6.6193816414357745,Graduate,Female,Fail
62.95719671528473,71.97142910456944,7.84592840534088,16.19701662700892,Postgraduate,Male,Fail
61.37313022638201,88.44405972327029,7.626155839580444,6.581221286020023,Graduate,Male,Fail
79.90783631703731,90.39907954980862,8.473202320741436,13.744645113994268,Graduate,Female,Fail
60.3957796967591,88.81989415013517,9.72190779302686,8.479302455083413,Graduate,Female,Fail
68.04656466271221,67.5897496139894,8.86140445153732,2.34277717588445,High School,Female,Fail
68.0332930131151,84.52502709397913,6.3108170510175645,19.15248846241764,High School,Female,Fail
52.75328551242857,75.4559169069936,3.4409410101213633,15.125506982552642,Graduate,Female,Fail
23.817207223501413,73.94567424883452,8.944987970585746,7.4022571065388725,Graduate,Female,Fail
50.45485895728178,83.2735641748238,2.8664491200219047,12.376027602420477,Graduate,Female,Fail
77.10958277233017,83.4130934318756,7.132369289844075,19.546005205221277,Graduate,Female,Fail
52.94412242983112,95.44405528610658,9.488206387191413,5.414212724583145,Graduate,Female,Fail
75.55446612007367,86.98499870212082,0.25094394754496374,14.855806597121418,Graduate,Male,Fail
63.66495408528833,73.35402528939912,9.883578770173154,15.670175901858636,High School,Female,Fail
36.329819113034326,62.692525691515755,5.580159454669324,9.620128795550224,High School,Female,Fail
50.82484573955489,87.64470800025778,9.745067951061076,7.7314182347435985,Graduate,Male,Fail
69.3230374464122,88.36276460632628,9.555279439874692,16.95564244039259,None,Male,Fail
86.46299557335993,100.0,8.497213221607897,12.600570178942878,Graduate,Female,Fail
78.4092268679874,88.48874192286375,6.2091068373421185,13.936976118501429,Graduate,Female,Fail
39.25852303813589,86.27654771459136,6.219624624972577,12.403783599079603,Postgraduate,Female,Fail
89.86480796997985,74.06799818819154,8.329306348721678,0.0,High School,Male,Fail
63.94121395409089,77.11286461767475,6.928259356035923,4.7760583862885575,High School,Female,Fail
73.65828090623967,78.09701660225923,1.1526508918297773,12.352523108979328,None,Female,Fail
54.83956128300617,81.54277174795213,7.03822273826488,7.446619562296526,High School,Female,Fail
79.74218841563349,83.17044025022598,9.224469877639203,4.379496125411246,Graduate,Female,Fail
64.88032136177094,77.21760169073933,8.697024455286048,14.22700194098337,High School,Male,Fail
42.376577247351946,78.84338826173962,2.1696607989134034,13.959857200340982,Graduate,Female,Fail
68.07637702405918,75.17653811478627,2.409673005686738,15.464320477251018,Graduate,Male,Fail
38.07429180291389,83.82178708681113,1.5209634880195333,9.358015293357113,High School,Female,Fail
85.46413465176693,89.27130481128067,7.347617126869674,9.296556616250074,High School,Male,Fail
67.17540590325004,77.17072725245332,5.872500219759821,9.318627753045037,Graduate,Female,Fail
77.0996724902455,85.1411241414024,8.932110529640676,13.095215296142632,Graduate,Male,Fail
71.3217720747595,83.09951021238871,3.692929859613847,19.188843822638315,Graduate,Male,Fail
